,31.12.24,01.12.24,01.11.24,02.10.24,02.09.24,03.08.24,04.07.24,04.06.24,05.05.24,05.04.24,06.03.24,05.02.24,06.01.24,07.12.23,07.11.23,08.10.23,08.09.23,09.08.23,10.07.23,10.06.23,11.05.23,11.04.23,12.03.23,10.02.23,11.01.23,12.12.22,12.11.22,13.10.22,13.09.22,14.08.22,15.07.22,15.06.22,16.05.22,16.04.22,17.03.22,15.02.22,16.01.22,17.12.21,17.11.21,18.10.21,18.09.21,19.08.21,20.07.21,20.06.21,21.05.21,21.04.21,22.03.21,20.02.21,21.01.21,22.12.20,22.11.20,23.10.20,23.09.20,24.08.20,25.07.20,25.06.20,26.05.20,26.04.20,27.03.20,26.02.20,27.01.20,28.12.19,28.11.19,29.10.19,29.09.19,30.08.19,31.07.19,01.07.19,01.06.19,02.05.19,02.04.19,03.03.19,01.02.19,02.01.19,03.12.18,03.11.18,04.10.18,04.09.18,05.08.18,06.07.18,06.06.18,07.05.18,07.04.18,08.03.18,06.02.18,07.01.18,08.12.17,08.11.17,09.10.17,09.09.17,10.08.17,11.07.17,11.06.17,12.05.17,12.04.17,13.03.17,11.02.17,12.01.17,13.12.16,13.11.16,14.10.16,14.09.16,15.08.16,16.07.16,16.06.16,17.05.16,17.04.16,18.03.16,17.02.16,18.01.16,19.12.15,19.11.15,20.10.15,20.09.15,21.08.15,22.07.15,22.06.15,23.05.15,23.04.15,24.03.15,22.02.15,23.01.15,24.12.14,24.11.14,25.10.14,25.09.14,26.08.14,27.07.14,27.06.14,28.05.14,28.04.14,29.03.14,27.02.14,28.01.14,29.12.13,29.11.13,30.10.13,30.09.13,31.08.13,01.08.13,02.07.13,02.06.13,03.05.13,03.04.13,04.03.13,02.02.13,03.01.13,04.12.12,04.11.12,05.10.12,05.09.12,06.08.12,07.07.12,07.06.12,08.05.12,08.04.12,09.03.12,08.02.12,09.01.12,10.12.11,10.11.11,11.10.11,11.09.11,12.08.11,13.07.11,13.06.11,14.05.11,14.04.11,15.03.11,13.02.11,14.01.11,15.12.10,15.11.10,16.10.10,16.09.10,17.08.10,18.07.10,18.06.10,19.05.10,19.04.10,20.03.10,18.02.10,19.01.10
IQT46198409,126.8827,175.6349,159.7138,176.0913,159.0831,191.6582,185.7295,230.8167,283.5526,260.54,249.1127,308.1599,362.2955,384.1779,383.331,382.2831,388.7752,387.4504,386.413,384.7226,383.2894,382.2962,388.7165,387.4234,385.9274,384.6288,383.4578,382.445,457.2063,455.099,503.9875,420.8905,345.7244,267.1564,306.7705,304.8524,308.7282,382.2789,322.8419,324.9396,341.0686,366.3859,378.9098,331.3468,342.1566,337.6238,363.7582,411.957,459.6762,470.1722,511.2333,750.6289,750.8079,760.92,757.8603,994.8014,581.6958,615.2823,425.2796,64.9493,39.5755,30.787,33.2295,35.6632,41.9984,33.7106,37.1176,41.0123,44.9375,42.9813,42.4881,37.1391,39.5759,50.299,43.9684,40.5484,39.5675,37.1456,38.5863,41.0175,39.0908,34.2339,36.1531,30.8121,30.3161,25.9156,27.8701,27.8647,29.3233,28.8387,26.3913,27.8472,30.3097,32.3483,39.2597,37.8665,38.7239,42.8425,48.351,51.2117,60.828,63.4844,58.0153,62.1488,61.8467,62.7598,58.7157,62.6132,80.1164,56.3692,48.0906,52.2592,50.5004,49.548,51.6387,51.7242,51.9872,47.9547,48.6709,50.8573,56.0329,57.3459,59.8345,59.4643,80.0198,67.4654,61.4606,67.5756,62.1242,63.0911,72.1946,70.1771,61.5245,66.9358,64.3699,73.1303,82.9604,76.7069,79.1757,78.1299,94.5194,85.3469,85.8089,97.1571,86.3372,76.3768,100.4027,99.4873,98.022,99.0736,110.1659,112.1863,114.9948,143.3417,132.3519,142.7133,163.2918,146.5665,126.8597,127.804,129.2753,132.7843,140.3733,141.438,107.4341,106.0585,103.9732,122.1418,104.5558,80.7589,78.7343,87.0205,89.8745,106.5663,125.7333,134.3676,132.5369,129.2788,120.4698,100.2667,101.3942,99.7167,84.4639
IQT46220923,16.7317,16.5606,17.25,19.1458,21.5454,26.5894,25.0458,23.5,22.236,20.7428,19.4128,19.3898,24.0454,24.9905,27.5949,37.5041,30.1688,34.7819,37.5303,39.2338,43.2469,47.996,52.2444,52.2364,47.5356,54.0225,49.3779,65.0655,41.7367,35.3118,44.9567,52.1463,55.9992,48.7041,49.5514,49.7534,39.7731,41.5028,33.4921,31.8926,26.1635,26.9495,26.9431,25.1181,27.8353,26.7143,33.604,27.1702,27.4255,29.1407,25.1149,21.6673,21.3882,14.664,15.9154,19.9371,17.5884,19.9165,36.6577,25.1514,22.7464,18.2801,19.0498,24.1659,26.7879,18.5472,19.3236,20.8344,29.7883,26.639,27.803,29.2572,31.7985,36.5475,33.5312,32.3388,33.865,35.2888,36.2413,42.866,38.1187,29.6924,33.0383,29.1174,27.8202,27.4785,27.5053,31.0416,35.6728,36,36.53,39.1355,42.4217,45.097,53.9281,50.7721,52.8938,52.2543,55.6404,56.6983,57.091,53.1452,53.6921,58.1518,73.8384,72.2136,70.5179,64.0715,88.9564,75.9248,67.5598,66.2889,67.5754,66.6008,70.0761,63.5631,63.5689,55.576,56.7605,58.1148,61.3276,63.7198,59.5342,65.8368,74.8307,69.5069,60.278,65.0182,65.9829,73.2685,83.0556,98.4454,101.2382,109.9657,108.3097,118.7218,129.8983,126.2375,133.5396,140.6391,163.1909,130.5204,139.2083,144.3936,154.186,157.9041,156.9777,161.0194,156.7592,141.408,125.8746,109.9285,125.3979,147.8659,135.034,117.4478,134.18,144.5246,183.3527,165.8355,189.3385,166.0083,161.5055,129.74,96.3805,93.2602,83.8567,81.0222,86.0364,84.5715,87.5752,94.3291,103.6192,104.5862,98.4421,97.2526,97.5242,103.0054,103.5233,94.497,76.1621,94.9059,95.8976
IQT46194493,127.8979,117.0924,120.8554,117.5789,119.2546,125.1489,115.8989,112.0272,105.8401,104.7678,95.0048,100.565,108.3296,109.7873,119.6505,138.0619,110.4746,111.7815,109.5,118.2351,134.2157,132.9759,123.6314,132.5687,133.8765,125.9752,140.226,177.7709,138.0531,125.241,179.4072,146.6685,137.484,105.7523,89.8437,105.6962,95.3599,95.7934,94.3386,100.4708,83.1605,96.4381,98.5904,99.0941,97.3665,96.2602,102.9519,88.2929,93.7495,88.2492,94,120.7521,156.0056,125,144.6667,173.5829,190.1894,313.0248,252.5366,100.1258,104.8042,96.0956,107.0321,103.6621,127.8975,124.7763,130.7669,125.0699,150.5094,137.6339,145.7871,150.7028,158.2441,174.9503,163.5596,157.352,130.6763,142.4048,130.7115,131.1133,164.8032,136.4807,120.5626,120.4239,116.8826,114.0578,120.4004,123.7612,124.5354,116.0269,124.4909,132.3154,128.5007,135.874,146.6134,157.3259,169.6738,186.9868,172.9874,200.9217,165.3523,166.3802,153.9581,163.9258,183.0012,177.3412,167.1521,170.6862,219.5916,217.2344,185.6848,163.4014,169.5258,150.5019,166.2742,139.9807,138.8248,123.7155,125.3395,132.8403,121.2644,121.3976,104.3041,96.5533,92.5847,96.4321,79.3412,84.2148,77.1322,89.5037,105.2575,96.8853,101.8755,114.2352,100.5226,110.8358,107.2227,127.1246,138.2249,126.5139,136.6948,101.7271,79.4134,85.0179,85.9522,82.4386,78.6333,82.5047,82.5773,86.2093,88.2209,91.7174,114.3156,129.3984,96.2572,100.9386,106.0232,116.1899,132.7541,126.8136,136.8979,159.938,155.6624,139.5146,100.7322,97.9749,92.7275,88.4834,104.056,108.9647,119.4021,128.8495,124.0387,121.4009,150.8863,143.5696,148.9937,115.244,125.5238,89.5886,94.53,123.714,113.9824
IQT46199229,74.417,79.7038,80.3523,75.6428,69.2034,80.4236,73.2263,73.0197,77.3272,84.1828,77.8887,75.232,76.5092,72.271,83.3704,100.8065,82.9169,70.9132,80.2347,76.1538,87.7302,85.285,84.6892,71.6923,72.2143,86.5238,95.5468,126.2491,80.6494,84.2674,98.3836,90.9333,92.4733,78.8512,70.1431,66.3617,59.9003,54.6718,64.0302,61.3239,47.4387,48.7471,51.4684,49.8503,52.4785,50.8119,47.0243,45.7499,48.0697,43.5404,40.6219,45.4638,52.6067,46.5333,58.1337,64.7483,71.1064,82.1895,93.6627,49.7104,52.5907,52.2183,60.0892,62.6703,66.0758,64.9006,55.8976,60.1588,74.5746,57.8076,58.3223,60.2951,65.5028,75.7919,72.4484,71.3038,63.4286,68.5104,66.7268,77.1894,61.2344,63.867,65.5319,60.6793,61.4965,52.5916,60.6327,63.3704,63.6296,65.7882,70.3408,77.7577,78.6543,86.5469,93.5975,96.4018,110.3289,122.0939,122.5384,126.4998,116.2645,110.3599,115.9196,120.0846,143.428,138.665,131.6871,122.2519,148.961,135.675,120.5722,104.5599,114.2873,115.8102,110.2686,98.2735,94.4076,91.6877,94.7197,96.2185,93.5239,93.8568,87.2419,83.9813,87.7333,82.9073,74.3153,79.5991,80.3981,81.6115,93.8417,96.7162,98.3153,102.086,86.6414,76.873,91.9163,99.0048,117.9447,124.7078,125.0804,92.1967,81.7595,82.0591,76.9152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT46208316,38.7486,32.2059,32.1667,32.5832,30.4079,40.278,35.7839,34.8435,33.1949,33.7866,34.1575,36.1022,41.6256,39.1573,44.7532,47.9497,41.4001,44.1055,42.105,41.1919,41.2989,39.4801,46.0243,44.7309,39.9507,44.733,47.2736,64.7855,59.5532,49.7666,61.4944,74.3356,57.18,55.1341,53.1343,51.639,40.9769,39.7621,39.8944,41.2054,33.3571,36.5871,38.065,39.6012,41.054,37.835,42.0976,42.0925,39.0597,39.3836,30.6434,32.3941,37.354,27.2777,28.2694,33.3964,28.1627,24.1434,37.4007,41.5696,38.7865,36.369,39.0613,39.3086,44.3364,35.1456,39.4784,42.5535,56.21,46.5373,50.089,52.134,53.7799,73.5542,58.7039,54.4802,50.8899,46.9369,45.9823,60.6386,64.5326,61.2833,66.7724,55.3586,50.5,41.0078,45.6644,50.1941,54.4167,55.6667,52.8871,50.9533,46.4744,47.3463,53.0232,52.9037,54.6001,57.821,61.9048,65.5516,63.3107,49.0027,53.8267,50.9167,44.6131,43.3533,41.8477,39.6962,45.764,39.4135,35.7506,39.0599,43.562,44.6345,46.9762,37.5127,38.4394,32.0016,33.6227,38.7477,39.9099,41.0633,34.5638,39.5198,46.2228,46.2303,43.3717,45.3916,44.5428,46.7365,48.1849,48.5747,48.3968,50.0022,41.8164,41.1069,38.0086,37.4158,40.36,40.4746,43.4927,34.3426,32.1853,37.4816,38.6328,35.0476,34.2788,37.6496,36.3636,38.0939,83.4664,83.5362,89.5823,95.0848,86.0373,77.1655,75.8675,72.1595,72.0657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT46875110,61.8988,60.3285,64.8775,66.4988,59.857,72.5379,58.7646,55.73,62.7118,63.0861,67.4676,77.694,78.7422,89.5648,100.4042,97.7133,85.3543,93.9026,104.2589,106.5893,131.7441,117.3399,89.083,73.086,75.931,82.9971,84.471,103.6453,84.159,73.6264,89.2441,100.3883,89.8416,71.528,68.4839,72.7775,62.1195,60.5863,58.1894,58.4695,49.7017,55.7639,53.9864,54.1114,60.9553,56.9172,62.0917,52.8257,52.854,58.0823,51.587,52.129,59.1296,47.8228,49.135,57.5893,52.6581,64.2823,94.9985,50.1585,45.4072,51.996,57.009,61.4385,75.0544,65.4348,49.918,53.91,77.2591,67.4334,69.678,65.2278,76.7656,98.7735,75.0556,67.1181,68.2332,64.152,60.1011,67.9553,69.3135,66.4675,68.2591,56.8323,55.1064,48.2015,51.9002,53.9336,53.5217,63.1849,55.2471,49.2868,53.9204,56.1373,62.5504,63.1531,76.2592,80.3905,84.7412,92.7076,100.1711,106.4994,114.2362,110.75,122.9577,111.4267,131.5362,117.4615,169.6474,111.2243,84.5837,83.2228,85.1638,77.8845,78.9257,65.9481,67.2043,71.4224,79.7591,77.2241,68.9172,57.3327,55.9674,59.8683,61.0239,63.0506,57.1017,56.6667,52.4761,51.9143,55.0751,64.5293,64.9927,84.0548,75.8595,89.6654,95.1346,109.2945,110.9699,110.7422,128.4262,117.2477,122.8838,127.1848,123.0763,131.2666,137.5405,156.57,160.7638,173.7338,203.1056,205.0465,236.7771,244.6372,186.4098,172.2746,164.5975,179.7955,241.298,253.7225,250.1924,278.5428,251.0375,195.7332,141.1522,164.1966,134.2372,130.8446,149.7697,124.351,132.1617,156.7791,191.6609,231.305,199.0954,204.5114,256.4962,238.5475,230.4122,149.7798,164.6267,202.2598,161.4406
IQT263213154,77.3438,72.9022,76.0516,72.8632,71.3743,79.9084,76.9984,70.3989,73.7438,74.2403,72.8217,78.7385,87.9595,84.187,91.5342,94.3907,80.9351,72.4138,86.2068,89.4161,88.1224,80.7109,84.1417,84.8154,86.3086,90.0102,92.9533,95.143,90.5117,78.5893,82.8441,84.6081,79.57,73.6323,70.348,75.8944,74.7117,75.1165,76.5052,80.3264,65.6964,77.5422,85.2869,85.2973,85.2948,85.2965,85.2953,85.172,85.1719,85.1684,85.1807,85.181,85.1804,85.0493,85.0533,85.0588,85.0618,85.0736,85.0822,84.8986,84.8998,84.9096,84.8998,84.9148,84.9182,84.2562,60.1568,60.1274,60.6083,60.6263,60.6326,60.1335,60.1509,60.1526,60.6548,60.6679,60.6504,60.6548,60.6702,60.6868,60.6908,60.6981,60.7004,60.6752,60.6858,60.6292,60.6195,60.6169,60.625,60.1199,60.1349,60.1205,60.1108,60.1147,60.1781,60.1721,60.1933,60.1953,60.2257,60.2901,60.2309,57.9407,59.8655,58.4531,57.7167,57.2244,56.474,55.4667,55.5676,60.7091,70.62,69.2931,70.899,80.6777,80.6922,80.6992,93.8595,91.3114,86.0172,80.9661,78.0847,74.412,72.8152,71.9774,72.6532,71.0449,71.5662,70.5729,70.3746,70.9373,72.2708,73.4228,73.7619,74.1416,79.8865,80.3196,79.1937,79.5523,78.9865,78.5442,81.0974,92.1689,90.4831,89.6179,85.3914,81.6208,79.7628,79.3117,75.7401,75.1154,69.0793,64.1892,60.4375,70.8756,69.508,68.8516,68.0002,68.0001,68.0004,68.9964,50.7621,62.9731,62.3782,58.7266,57.6812,56.9109,57.0295,58.1327,59.0098,45.6641,45.0781,60.7883,60.8983,59.1428,63.6235,64.0632,65.2178,66.9823,66.088,65.303,65.0987,64.8881,63.8882
IQT528936812,56.7291,56.8201,56.4999,59.7859,54.6667,64.6929,57.9,55.0292,59.8366,61.6066,58.9884,67.0522,80.2846,77.9809,90.1502,98.3432,76.827,95.905,102.7208,106.6466,143.8173,144.2475,82.0363,72.5848,66.777,88.3193,90.7251,148.6519,91.5852,78.1985,103.8499,90.7502,79.7528,72.0294,74.0896,56.8863,45.5445,44.3086,42.9883,44.4804,38.7075,41.7868,44.4948,42.3991,45.5198,42.7516,46.0212,42.3999,42.8293,45.4134,38.9151,40.8289,46.2826,42.7903,52.1315,63.5908,68.2328,86.4787,95.8334,48.3774,41.1669,37.9239,41.7809,44.5441,46.1083,40.4414,40.3191,42.4177,69.0167,56.2796,65.4424,62.8871,72.4757,90.2792,71.8228,58.4827,57.5424,57.8417,60.899,69.6618,67.5422,55.3011,51.8228,43.3954,34.5208,33.6221,36.0817,44.5987,52.1656,55.6916,55.6916,57.7343,73.0713,81.4687,106.8489,111.0695,117.839,119.6545,117.5077,105.3326,105.6688,103.3962,93.8526,110.5535,142.4555,136.2526,135.2408,136.5913,149.0787,130.3559,96.9726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT79636559,52.7959,51.2417,56.7066,55.838,55.3951,57.8885,54.7382,53.6704,53.7722,56.4033,49.4504,54.1797,64.023,68.5297,69.6454,74.274,68.8262,70.0532,67.0036,66.7624,67.2274,69.3724,70.9902,74.6782,73.5223,80.3919,78.9674,79.9079,80.9462,77.9659,81.6411,85.8034,69.4661,67.0228,64.8243,62.792,56.1854,58.715,55.2828,58.8831,51.2843,54.8673,56.709,57.8085,60.5447,57.2516,58.2867,58.6632,61.8406,69.2526,70.6177,72.152,79.3385,66.3459,87.0012,90.8027,90.3462,86.369,78.985,68.5069,65.1202,66.8008,76.6604,77.9223,76.1181,90.3274,84.5478,90.5387,112.8037,90.1578,98.6957,94.4036,105.2835,122.3617,137.0095,119.3354,111.26,106.904,111.9433,110.5759,112.1217,121.8593,99.2818,101.3478,82.1374,89.3042,92.0103,77.0303,90.7188,88.5631,65.7378,64.4741,67.9598,83.7558,86.588,87.7929,89.1871,94.3545,92.9494,95.9695,98.1968,94.4678,89.6182,103.6289,101.9437,94.2217,92.8353,96.8116,131.7451,149.8295,110.4545,102.385,97.2802,97.1541,99.4517,80.4998,54.3945,54.3829,54.0439,59.7659,66.0679,56.8952,58.6557,61.1099,63.0304,65.8849,65.0557,67.2898,68.1814,69.3236,72.5469,56.6857,60.2239,55.8486,59.5156,66.5619,64.6103,66.3763,68.6539,65.4003,76.4075,69.3409,73.3112,78.5279,77.2148,87.459,88.8278,85.822,83.08,77.263,88.4926,90.5808,89.2196,101.3677,96.5718,84.7145,86.0449,91.1244,88.8823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT46223889,71.8305,71.8305,71.8305,71.995,69.9111,69.9097,69.9084,69.9069,69.9053,70.9485,46.4826,47.762,56.3389,57.7123,61.5491,64.5926,58.894,61.1092,59.3424,59.1005,59.1005,59.1005,56.0581,51.3432,71.3295,71.3295,70.8422,69.9285,68.5167,65.9303,55.306,57.2157,52.0803,49.2364,45.9099,48.1423,41.453,41.1266,41.8892,44.4498,38.7354,41.9131,42.5438,42.3865,47.1307,43.3682,45.0907,44.3527,43.8763,44.2928,43.554,43.18,48.0762,42.5506,47.8982,52.8412,51.4132,51.9804,54.1453,54.9338,51.2358,49.4322,54.7361,56.897,60.2003,54.9832,54.6322,50.5068,61.7547,59.1382,56.3535,51.8367,56.1476,62.1289,55.9688,54.0772,51.0127,54.1903,52.3876,56.4371,54.8368,54.8469,56.3613,48.1869,44.0484,40.1701,40.7209,43.4201,42.3255,43.3343,40.3617,40.399,45.4627,45.6121,48.3997,48.8992,52.9994,54.4161,54.6841,57.0861,55.6823,53.5297,46.4623,49.7164,55.1117,55.605,53.6105,58.5523,67.4475,57.9155,55.7727,53.653,51.4709,49.5884,53.0519,50.3264,53.4763,44.9151,39.4356,39.2593,45.6479,46.0777,42.0032,46.977,50.9511,53.4009,52.983,48.9623,47.9281,51.8417,54.4353,56.54,52.7601,53.0127,47.5663,57.3658,59.8549,66.5151,62.6286,65.3744,65.3206,61.188,65.112,74.8544,78.4681,82.7613,82.115,88.0533,90.0561,91.3235,108.2639,104.3697,92.3637,96.9396,88.6139,75.8954,79.5122,83.8824,88.6469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT644701787,91.8193,86.2811,87.053,87.0115,79.5511,84.8443,77.7512,75.7895,77.5572,82.5466,72.435,77.3466,85.1304,87.6298,85.4073,96.4415,87.9354,88.2177,85.5801,86.9898,93.1765,85.126,87.5233,90.0297,83.5504,85.915,81.4979,91.3822,91.5018,82.4695,95.9099,107.1591,83.5949,70.7107,74.4949,85.2049,65.3031,70.6109,62.831,67.0723,50.414,65.0181,67.055,74.9729,82.4451,72.76,77.2262,56.0584,76.6695,75.3335,66.0086,76.2896,138.1211,114.0637,156.8684,99.6892,81.1982,80.4373,160.0635,66.321,69.9688,37.0981,299.6034,140.6726,140.7139,94.3451,86.3632,72.776,114.8995,97.4177,111.5112,80.9479,103.6645,147.9924,83.2267,75.4439,96.6252,69.6723,84.681,105.185,86.7763,89.0295,110.9339,99.7957,192.4425,110.9887,110.9887,110.9887,110.9887,110.9887,110.9887,110.9887,110.9887,110.9887,110.9887,104.6991,115.7166,140.2626,156.0571,175.9442,447.6908,447.6908,447.6908,250.8376,141.2023,141.2023,141.2023,141.2023,150.5895,204.8602,162.8758,141.2216,191.1889,183.9555,177.4101,186.8084,174.8304,204.6321,211.5432,246.3646,112.1603,141.8113,136.1318,119.7655,115.3595,121.003,99.7928,104.4629,100.7255,96.4136,143.0644,166.3411,150.2165,165.7167,181.5629,180.1649,218.5218,265.04,257.3659,200.9744,215.2824,187.2865,194.4423,235.6548,250.6795,267.4466,214.8521,188.3146,182.7509,183.3201,206.6836,220.0431,279.0714,280.1069,277.1634,260.1163,252.5238,258.3651,311.8299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT313314504,52.6159,51.9088,54.3021,55.5469,49.296,54.3542,48.4452,49.9435,50.8398,46.2057,54.5113,75.8563,82.2485,85.0102,89.8165,90.9032,90.9901,94.6041,100.0451,98.9477,106.7095,101.2199,97.8413,96.3411,101.0972,90.25,117.4554,112.2543,93.5551,83.5725,105.6229,102.6655,90.4798,75.9953,74.5594,69.1174,57.3177,61.0969,62.2269,63.0711,55.7372,63.9313,64.8509,66.3548,69.964,72.7609,82.7379,79.4896,77.4052,81.3415,81.1482,77,76.4645,72.5013,74.4332,70.5,76.0382,63.9145,77.7992,71.6477,65.1906,63.3331,74.4858,78.0217,87.3656,82.0497,77.0024,84.9868,92.2232,83.9425,95.4789,84.0166,93.7053,105.1882,91.0059,78.7843,75.3397,70.2235,73.4528,78.4917,65.5826,60.5698,60.6251,57.6146,53.4732,55.5504,61.1016,68.2038,71.0726,73.7896,81.0067,81.0082,81.0066,80.99,83.9787,85.2703,80.752,81.8167,77.4062,72.9737,76.8308,66.0109,70.0127,86.7568,81.094,80.8151,106.4839,115.2994,116.2443,107.8699,89.5957,73.4917,79.8407,77.9136,71.9292,74.0077,73.2579,76.1324,75.9175,75.6359,80.9347,77.4652,74.5579,77.163,76.0946,75.0333,75.0261,75.0192,75.0371,75.0257,77.0584,83.8938,82.9306,90.8262,83.158,83.3892,110.0147,238.1933,238.5631,242.2129,250.7443,247.4612,260.1411,247.257,252.562,264.4775,264.1808,261.0848,261.5633,262.2203,238.1105,239.6481,252.1384,241.2419,214.8103,215.4626,204.7229,204.8139,205.4614,213.4938,240.263,227.5121,264.5819,262.5418,261.9785,262.6452,257.4198,262.6305,262.596,267.1338,272.5893,275.2481,270.0721,264.2974,225.0211,210.9789,207.1747,209.7511,205.7178,223.8238,190.532,205.1726,254.4036
IQT717830584,185.4373,187.7793,201.1424,236.2716,162.2331,168.6593,149.0517,144.7964,136.99,140.8318,161.8251,131.0107,138.2792,157.5427,156.5589,165.7717,118.5654,108.6253,120.7273,132.4091,97.0031,103.9523,105.8762,94.6719,98.5089,112.1412,109.6873,131.9936,117.5948,107.8964,129.1309,127.8466,107.5748,92.4679,85.1503,75.7838,63.9181,66.6577,64.2316,64.9666,58.5759,64.2403,66.8382,64.6257,69.6061,69.4167,63.6435,55.7576,53.4046,63.0097,59.0703,64.6182,66.8757,74.9143,88.5723,95.8243,119.2346,140.4454,218.9337,80.3736,92.5296,89.3551,106.9709,105.3641,115.7175,104.6437,96.5139,111.0829,122.5044,91.5976,99.9035,94.528,116.1103,142.1331,109.1794,105.5595,109.7544,93.9704,95.1562,100.0772,98.9932,102.8985,109.3268,87.7569,171.8349,158.1359,152.5364,163.6112,152.5439,160.5367,158.3283,89.011,84.3915,80.4168,194.5837,109.4486,109.4486,109.4486,108.526,108.8031,121.0214,108.8403,104.9631,115.4763,133.0952,119.492,129.3661,107.9042,128.7059,149.5714,151.3919,132.3559,125.709,125.709,125.709,125.709,115.092,103.4861,80.968,90.9286,74.8412,76.8352,78.9042,80.4576,85.8558,76.1952,74.184,76.6431,76.1427,76.584,82.4611,87.2568,84.8888,89.2339,76.662,100.4126,118.522,126.7005,131.5051,132.2701,144.6191,135.6544,133.6539,148.7607,152.4935,163.0581,158.4963,173.0507,113.5327,114.9886,119.9729,121.9438,119.9361,112.1747,97.7007,102.1519,100.7242,109.8777,148.4408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT703675678,76.9909,72.6859,102.6439,93.5677,74.4648,82.4037,72.1107,71.6333,74.8853,79.5333,78.102,80.4665,103.8545,143.6482,192.1305,211.2698,167.9798,160.3268,192.3245,187.4972,180.6968,211.7695,175.9205,176.3429,190.2233,238.5121,269.3295,304.279,236.7942,235.4174,245.2156,214.7242,191.7247,158.7969,170.9415,148.5992,110.5636,93.5781,93.0262,84.8817,55.9627,83.9049,72.1841,63.2499,81.4149,71.3817,95.3844,70.4905,67.6555,335.5432,272.2166,377.9021,279.0381,318.8811,323.5242,265.4865,473.2627,295.1277,491.4411,166.3734,158.9999,139.6611,215.7931,161.644,140.63,122.0202,105.4162,110.9331,152.5465,125.5079,135.8996,142.9573,159.512,201.4586,175.6489,172.9907,142.7511,170.8334,163.9568,186.8335,152.056,154.4981,163.6393,140.4649,145.8711,146.1005,275.45,564.7545,283.5002,217.249,249.6443,210.4471,200.4014,256.7467,208.3306,191.0173,185.5515,166.0856,174.7243,227.728,326.4664,369.3668,249.8335,245.4623,246.717,254.9516,241.4063,192.1679,132.3423,150.7037,144.3958,187.7789,216.6717,219.9311,278.4115,149.3222,214.5948,244.9249,244.9249,244.9249,244.9249,318.2175,321.2977,307.4971,324.1949,281.5704,205.8739,219.4185,265.2304,931.276,901.724,848.5852,893.5068,838.4455,2173.6539,2473.2295,2660.7877,2225.9941,1999.6871,2259.7179,2579.087,2627.7841,2682.196,2577.9057,2170.0311,1938.2107,871.8716,811.7032,847.0123,594.9777,770.457,735.6799,830.3836,800.5293,692.4191,895.164,1392.027,870.441,1084.4651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT46207725,576.8724,565.3792,565.2982,565.2921,565.3157,565.403,565.4221,565.767,565.3525,565.3505,565.3302,565.3336,565.3439,566.0138,565.7147,567.5741,567.5551,567.4936,560.4453,561.0122,566.6903,567.4195,568.0145,567.4555,567.4071,567.3171,567.3086,567.1595,566.0482,565.8239,565.9728,562.7319,562.8343,562.4175,570.7342,565.7722,559.3414,559.5259,555.7459,554.2417,552.4753,551.031,551.1684,566.8409,566.9657,564.6539,557.6384,552.9923,557.928,575.8486,646.8083,701.2285,746.6515,741.5196,786.3415,90.3939,87.2372,85.8518,82.7372,69.4032,66.6127,65.4012,64.9823,71.7892,72.5,93.7416,75.9545,72.5,110.9868,102.1628,112.5,107.5,108.6076,113.7023,95.4291,100.0942,95.7121,97.8448,106.679,123.7787,114.4761,117.625,117.2904,107.8848,114.6352,113.8333,110.6044,105.7343,101.5098,97.2738,96.3993,102.8461,102.8442,109.3005,130.3407,183.1365,196.1837,203.765,203.6711,213.6038,207.7594,217.5962,220.6037,224.7036,225.139,218.5723,220.3839,230.4911,281.6047,262.6302,254.8738,265.5163,278.045,263.847,290.5041,273.3206,290.4107,292.7448,289.3889,284.4195,286.0737,293.935,297.7125,307.7526,300.4209,318.1141,320.9534,331.4922,328.7914,321.5408,332.883,329.1551,309.0184,335.0712,383.6578,422.7791,497.2968,560.7424,565.2148,576.0691,573.7179,547.4132,555.4813,570.3164,587.8681,596.0577,669.7595,688.6442,717.3664,757.64,782.1004,763.4273,797.3442,828.8133,818.0866,813.9819,840.1569,827.5877,915.023,1129.5072,1145.9868,1167.1755,1059.814,959.6532,717.78,707.2752,665.0014,719.6403,691.1287,596.177,585.9099,603.4434,588.7823,690.4786,732.8028,755.2019,832.6827,889.1698,919.4665,774.3654,1016.4119,1106.4669,1017.1239
